Name,Latitude,Longitude,Polygon Number
Crocca - Torino Via Madama Cristina,45.0526,7.6795,N/A
Moya Japanese Restaurant Mariano Comense,45.7143,9.1621,N/A
Il Terrazzo di Diana,45.6881,8.9247,N/A
La Limonaia,45.791,9.2574,N/A
Ristorante Pizzeria Gia' Che Ci Sei,45.2744,11.8666,N/A
Pasticceria Il Chiosco,45.3899,11.3891,N/A
Porfido Collecchio,44.7529,10.2191,N/A
Ristorante Pizzeria Le Specialità,44.9129,9.6704,N/A
Pomodoro,45.8741,8.4077,N/A
Peace In Po,44.931,10.6354,N/A
Da Massimo,44.8167,11.8907,N/A
Scacciafame,45.0364,9.6829,6
Trattoria Pizzeria Da Marisa,44.312,7.6161,N/A
Lido Paina,45.7692,10.8109,N/A
La Carioncella,44.8864,11.3748,N/A
Ristorante Pizzeria Dai Monelli Scicc ...,46.0042,8.7434,N/A
Pizzeria Re Pipìn,44.8272,11.3018,N/A
La Brasa,46.2602,10.5088,N/A
Flori' S.N.C. Di Pagani Marianna & C.,45.3107,11.0711,N/A
Medieval Times Restaurant and Show,45.4782,10.7276,N/A
Lombino - Il Regno del Dolce - La Bottega del Caffè,44.9213,7.7476,N/A
Cantina Garibaldi. Aperitivi e cene. Pranzi domenicali IN INVERNO. ENOTECA. Asporto. Produzione pasta fresca.,44.6273,10.5675,N/A
La Padella,45.7909,6.9714,N/A
Lo Spuntino dal fornaio,44.4019,11.5833,N/A
IL Torchio di Grossi Massimo,44.843,10.1856,N/A
La Mafaldina Pizzeria PONTEVIGODARZERE,45.4446,11.8907,N/A
Gelateria San Marco,45.4436,11.6738,N/A
Ristorante Pizzeria Ca' Bianca,45.2549,9.3974,N/A
El Resole',46.4605,11.7833,N/A
Ristorantino Pizzeria Lago Pranda,44.3034,10.2429,N/A
Ristorante Pizzeria al Picchio Rosso,46.1788,11.0145,N/A
Agriturismo Lupo Alberto,46.0785,12.7742,N/A
Nonno Andrea Bistrot Agricolo e Shop,45.7599,12.2318,N/A
Carne alla Griglia Mantova - Dorado Ranch,45.1366,10.8933,N/A
Gelateria artigianale La Mela Verde,45.5138,12.2093,N/A
ALDENTE Pastabar - Cordusio,45.4673,9.1859,1
Pizza AM,45.4556,9.1969,1
Ristorante Pizzeria Da Beniamino,45.1313,9.1192,N/A
Augusto - Ristorante Pizzeria,45.0652,7.6753,N/A
Grande Shanghai,45.4424,11.8932,N/A
Oasi,45.3709,10.2343,N/A
All'antico Vinaio - Verona,45.4411,10.9959,9
CaffeDelConvento Verdello,45.6081,9.6261,N/A
Pizzeria Barbarossa Bistrot,44.9082,8.6125,N/A
Zu Sushi Mestre,45.4817,12.2479,N/A
All'Anfora,45.7898,13.3567,N/A
Trattoria Al Postiglione,46.0008,13.4545,N/A
L'Osteria Le Guglie,45.4448,12.3237,N/A
Ristorante Pizzeria Monticino Serra,44.3081,11.745,N/A
Ristorante Birrificio 1816,46.5387,10.1376,N/A
Baia del Corvo,44.3672,8.6108,N/A
Fra' Bernardo,45.6786,12.0989,N/A
Pizzeria Ristorante La Baita,44.719,12.2383,N/A
Gelateria Marcella,45.7595,8.5611,N/A
Ristorante Pizzeria da Frankino,44.664,8.2942,N/A
Ca' Mea,45.3998,9.6143,N/A
Ristorante Pizzeria Parco di Limana,46.0986,12.209,N/A
Gelateria L'Imbarcadero,45.9097,8.6198,N/A
Ristorante Pizzeria Lenci Tre,45.6232,11.0359,N/A
Pizzeria Ristorante Capanna Bianca,45.8865,11.5487,N/A
Cantine del Pisacane,44.3925,8.9827,3
Gelateria Alaska,44.573,10.8525,N/A
Albergo Ristorante Pizzeria Il Buongustaio,45.0481,8.8098,N/A
Ristorante Pizzeria Nonno Grillo,45.9497,8.5847,N/A
Ristorante Pizzeria La Granseola,45.665,13.1095,N/A
Hosteria La Palazzina,45.4705,10.3157,N/A
Il Ponte - Ristorante Pizzeria,46.5366,12.1408,N/A
Trattoria Piè di Castello Sas,45.9151,10.8418,N/A
Sushi Ho,45.6542,9.622,N/A
Ristorante Il Pescatore 7,44.9167,8.6094,N/A
Pasticceria Ferracina,45.5208,11.713,N/A
Premiata Pizzeria Di Negrone,45.7069,9.7606,N/A
Ristorante Pizzeria Il Basilico,44.6456,7.4975,N/A
Birreria Bunker,45.7493,13.6734,N/A
PizzaClub No Limits - Varedo,45.6043,9.1618,N/A
Sedicigusti,45.6124,8.8545,N/A
Pizzeria El Pashà,45.2044,12.2974,N/A
Al chiosco,45.6679,9.0505,N/A
THE BELLS PUB® - Carobbio,45.6639,9.8259,N/A
El Argentino,44.8375,8.2593,N/A
Osteria al Cantinì,45.9482,10.2064,N/A
Habitat Bistrot,45.7789,11.8242,N/A
Oven Parma,44.8005,10.3221,10
Trattoria dal Pansa,45.4736,10.7434,N/A
Pizzeria Ristorante Monviso,44.7556,7.3141,N/A
Ristorante Pizzeria Fornace,45.541,12.172,N/A
Il Regno di Timarsalallo,45.8202,8.7122,N/A
Gran Gelato Cervignano,45.8293,13.333,N/A
La Chiesetta 2.0,45.127,12.3224,N/A
Ristorante Da Franco,45.7894,9.3524,N/A
Rocco e i suoi fratelli,44.3488,9.2301,N/A
Osteria del Moleta,46.326,10.322,N/A
Gelateria Brivido Ice Cream Bozen,46.4898,11.3296,N/A
Pasticceria Caffetteria Celio,45.1362,12.0859,N/A
Evergreen burger,45.2704,11.9358,N/A
Pizzeria Trattoria Cygnus,45.3848,10.6967,N/A
Lido dei Platani,45.6634,10.0502,N/A
Al Larin Da Bepo,45.9455,12.2796,N/A
Rock 1978,45.6647,10.3441,N/A
Ristorante Sotoriva,45.4389,12.4211,N/A
Bollicine Restaurant Music Context,45.1416,9.7139,N/A
Taverna del Pappagallo Ristorante e Pizzeria,45.8837,8.5387,N/A
Ciao | La Gelateria Artigianale,44.5636,10.8512,N/A
Albergo Ristorante Fontana,44.6006,10.1217,N/A
Brasserie Tipica e Originale Pizza Polesana,45.0223,12.071,N/A
Just Peruzzi,44.3776,9.0718,N/A
La Pagoda,44.5181,11.3419,4
Yun Quick,45.4971,9.112,N/A
Poke&Go | Settimo Milanese,45.48,9.0551,N/A
Il Trevigliese,45.5276,9.5879,N/A
MakaMaka Poke,45.4901,12.2441,N/A
Ni Hao,46.0664,11.1301,N/A
OAKBERRY AÇAÍ - Milano - Cadorna,45.4675,9.1729,1
3 Guys,46.4985,11.3613,N/A
Lei Poke Sushi Milano,45.4809,9.2097,1
Pokè Club Conegliano,45.8855,12.2987,N/A
SushiBox Bozen,46.4835,11.3434,N/A
Il Padelghiotto,45.5997,8.9151,N/A
Cremeria Retrò,44.4824,11.3832,4
Döner Club Kebab,45.4586,9.2065,1
Bellimpasto pizzeria pavia,45.1868,9.1485,N/A
Pizzeria Il Bianco e il Nero,45.4486,8.6087,2
Fresh Poke & Dimsum,45.6581,8.7971,N/A
La Braseria On The Road,45.6928,9.6628,N/A
Scrocchia Pizza,45.6946,9.6792,N/A
kungfu bao 2 and poke,45.4662,9.1762,1
Poke Sushi Life,45.3259,8.4239,N/A
Kungfu bao friuli,45.4584,9.2169,1
Sushimi-Poke,45.5222,9.2832,N/A
SUSAKI,46.4947,11.3402,N/A
Houseki Sushi,45.4828,9.1713,1
Maoji Mini,45.4517,9.1777,1
Poke Salsa - Bassano del Grappa,45.7645,11.7399,N/A
Youme,44.779,10.8819,N/A
Gelateria Cuore,45.4328,9.1089,N/A
Starvin' Burger,45.4468,8.6209,2
Gelateria LAB,45.4756,9.2127,1
HAWAII POKE UNIVERSITA',45.4379,11.0022,9
Insushi Campofranco,46.4983,11.3541,N/A
Il Vascello.,46.498,11.3403,N/A
"STEAM dumplings, rice & salad TAKE AWAY",45.5574,11.5581,N/A
Ristorante Cinese Vittoria Gourmet,44.8083,10.3329,10
PokeBon | Hawaiian poke a Crema,45.3629,9.6957,N/A
Goss Quality Burger,45.6931,9.6717,N/A
Furai,45.5467,11.5472,N/A
Pizza Da Benny,44.5507,7.7295,N/A
SUSHI JOLLY,46.4907,11.3418,N/A
PICCERELLA delivery - Pizzeria Friggitoria Napoletana,46.5004,11.3383,N/A
Wok Time,45.4121,11.8924,8
WOK on the GO,45.4589,9.1813,1
Rosticceria Palazzi,45.4794,9.2125,1
La Caveja - Piadineria Cantù,45.7389,9.1307,N/A
Ocean Poke,45.3581,9.323,N/A
Kungfu Bao - Plinio,45.4772,9.2161,1
Istanbul Kebap Caronno,45.6005,9.0441,N/A
Rajput,45.4755,9.2126,1
Poke Kal - Erba,45.8124,9.2299,N/A
Toomangi Fine Street Food,45.8081,9.0886,N/A
CHIHUAHUA TACOS - Sarpi,45.4811,9.1707,1
Ristorante Nuova Asia,44.9195,8.6182,N/A
Twist Pizza ‘n More,46.0561,11.1209,N/A
Ristorante Antica Cina中餐厅,45.4818,9.2137,1
Manawa Poke,45.5485,11.5426,N/A
Dips - French Tacos & Salads,46.4969,11.3558,N/A
Hi Poke,46.0622,11.115,N/A
SuperBowl,44.3079,8.4801,N/A
Golden Dragon - Asian Food Pavia,45.1853,9.1558,N/A
Bolin,44.6527,10.9278,N/A
Poke Corner Lentate,45.6782,9.1214,N/A
Ni'ihau Poke,45.8075,9.0847,N/A
Noor Kebab & Pizzeria,45.6951,9.6866,N/A
Mint- lab,45.451,9.2127,1
Color Poké,45.6947,8.4668,N/A
Gelateria Kalimera,44.3085,8.4787,N/A
Pabo's Pizza Gussago,45.5847,10.1579,N/A
Pokè Go,45.134,10.0226,7
Primo Passo Pizza & Piada,46.5016,11.341,N/A
Poké Factory Carpi,44.7857,10.8821,N/A
Gerli dal 1870,45.4692,9.15,1
Poke al doro,44.8481,11.6003,N/A
21 / 23 Laboratorio lievitati,44.3055,8.4824,N/A
Kona Milano,45.4624,9.2051,1
HAIKKY Sushi & Noodle Bar Pavia,45.1889,9.1607,N/A
PokeBon | Hawaiian poke a Lodi,45.3057,9.4997,N/A
Pizzeria Positano Street Milano,45.4482,9.1869,1
Yami rosticceria cinese,45.4343,11.8892,8
Burger Sberla,45.4886,9.1888,1
Ristorante Sapore di Mare,45.5237,9.0466,N/A
Gelateria Doria,45.4938,12.2404,N/A
Pokeat & Sushi box,45.6286,9.0354,N/A
Yoshi - Japanese Restaurant,44.4792,11.3862,4
Pepen Milano,45.4746,9.2071,1
Number One Pizzeria - Kebap,45.4763,9.2248,N/A
OAKBERRY AÇAÍ - Milano - Porta Romana,45.4589,9.1914,1
Erbert - Freguglia,45.4612,9.2001,1
Terra gelato,45.4873,9.166,1
Nasty Burger Club - Saragozza,44.4901,11.3331,4
POKE WOOD TORINO,45.0711,7.6781,N/A
Re Kebab,45.0695,7.6591,N/A
Chuck’s,45.4631,9.212,1
Con Mollica o Senza? - Take Away Milano,45.4873,9.2132,1
Piadineria Il Chiosco (C.so Re Umberto),45.065,7.6748,N/A
Noodles & Sushi,44.4998,11.326,4
成都小馆Ristorante Cheng Du,45.4808,9.2167,1
Alberto Marchetti Gelaterie | Via Principi d'Acaja,45.0713,7.6611,N/A
FONZO'S NYC,45.4741,9.1832,1
Jia Wei - ristorante cinese,45.4583,9.1919,1
Opa Opa - La Grecia a Milano,45.4697,9.185,1
"In Out - Secret Delivery Torino, 10125*",45.0591,7.6802,N/A
